,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.21573586463928224,0.011882270084601713,0.007679510116577149,0.002085584251898622,True,{'model__fit_intercept': True},0.35321349299345595,0.35662408154960556,0.36245446783629165,0.3720777220789554,0.36912675030503916,0.36269930295266956,0.0071584310388316495,1
1,0.1742562770843506,0.021320527835647397,0.007940530776977539,0.0016852825602600731,False,{'model__fit_intercept': False},-1.7634252344183867,-1.757571287465045,-1.7550514720925525,-1.633220468048933,-1.7828453814729839,-1.73842276869958,0.05349615953929371,2
